Model,MDO32
-1.970e-06,19.448
-1.960e-06,19.344
-1.950e-06,19.552
-1.940e-06,19.448
-1.930e-06,19.552
-1.920e-06,19.448
-1.910e-06,19.448
-1.900e-06,19.448
-1.890e-06,19.552
-1.880e-06,19.552
-1.870e-06,19.448
-1.860e-06,19.448
-1.850e-06,19.448
-1.840e-06,19.448
-1.830e-06,19.552
-1.820e-06,19.448
-1.810e-06,19.552
-1.800e-06,19.448
-1.790e-06,19.552
-1.780e-06,19.448
-1.770e-06,19.448
-1.760e-06,19.448
-1.750e-06,19.448
-1.740e-06,19.448
-1.730e-06,19.448
-1.720e-06,19.448
-1.710e-06,19.448
-1.700e-06,19.552
-1.690e-06,19.448
-1.680e-06,19.552
-1.670e-06,19.552
-1.660e-06,19.448
-1.650e-06,19.448
-1.640e-06,19.448
-1.630e-06,19.448
-1.620e-06,19.448
-1.610e-06,19.448
-1.600e-06,19.448
-1.590e-06,19.448
-1.580e-06,19.344
-1.570e-06,19.448
-1.560e-06,19.448
-1.550e-06,19.448
-1.540e-06,19.448
-1.530e-06,19.448
-1.520e-06,19.344
-1.510e-06,19.552
-1.500e-06,19.448
-1.490e-06,19.448
-1.480e-06,19.448
-1.470e-06,19.448
-1.460e-06,19.344
-1.450e-06,19.344
-1.440e-06,19.552
-1.430e-06,19.448
-1.420e-06,19.448
-1.410e-06,19.552
-1.400e-06,19.552
-1.390e-06,19.448
-1.380e-06,19.448
-1.370e-06,19.448
-1.360e-06,19.448
-1.350e-06,19.448
-1.340e-06,19.448
-1.330e-06,19.448
-1.320e-06,19.448
-1.310e-06,19.448
-1.300e-06,19.448
-1.290e-06,19.448
-1.280e-06,19.448
-1.270e-06,19.448
-1.260e-06,19.448
-1.250e-06,19.448
-1.240e-06,19.344
-1.230e-06,19.448
-1.220e-06,19.448
-1.210e-06,19.448
-1.200e-06,19.448
-1.190e-06,19.448
-1.180e-06,19.448
-1.170e-06,19.552
-1.160e-06,19.448
-1.150e-06,19.448
-1.140e-06,19.448
-1.130e-06,19.552
-1.120e-06,19.448
-1.110e-06,19.552
-1.100e-06,19.552
-1.090e-06,19.448
-1.080e-06,19.552
-1.070e-06,19.448
-1.060e-06,19.552
-1.050e-06,19.552
-1.040e-06,19.448
-1.030e-06,19.448
-1.020e-06,19.552
-1.010e-06,19.448
-1.000e-06,19.448
-9.900e-07,19.448
-9.800e-07,19.448
-9.700e-07,19.448
-9.600e-07,19.448
-9.500e-07,19.448
-9.400e-07,19.448
-9.300e-07,19.552
-9.200e-07,19.448
-9.100e-07,19.448
-9.000e-07,19.448
-8.900e-07,19.448
-8.800e-07,19.448
-8.700e-07,19.552
-8.600e-07,19.448
-8.500e-07,19.552
-8.400e-07,19.448
-8.300e-07,19.448
-8.200e-07,19.448
-8.100e-07,19.448
-8.000e-07,19.448
-7.900e-07,19.448
-7.800e-07,19.448
-7.700e-07,19.344
-7.600e-07,19.448
-7.500e-07,19.448
-7.400e-07,19.448
-7.300e-07,19.552
-7.200e-07,19.448
-7.100e-07,19.552
-7.000e-07,19.448
-6.900e-07,19.448
-6.800e-07,19.448
-6.700e-07,19.448
-6.600e-07,19.448
-6.500e-07,19.448
-6.400e-07,19.448
-6.300e-07,19.448
-6.200e-07,19.448
-6.100e-07,19.448
-6.000e-07,19.448
-5.900e-07,19.344
-5.800e-07,19.552
-5.700e-07,19.448
-5.600e-07,19.448
-5.500e-07,19.552
-5.400e-07,19.448
-5.300e-07,19.448
-5.200e-07,19.448
-5.100e-07,19.448
-5.000e-07,19.552
-4.900e-07,19.448
-4.800e-07,19.448
-4.700e-07,19.448
-4.600e-07,19.448
-4.500e-07,19.448
-4.400e-07,19.448
-4.300e-07,19.448
-4.200e-07,19.552
-4.100e-07,19.448
-4.000e-07,19.448
-3.900e-07,19.448
-3.800e-07,19.448
-3.700e-07,19.448
-3.600e-07,19.448
-3.500e-07,19.448
-3.400e-07,19.448
-3.300e-07,19.552
-3.200e-07,19.552
-3.100e-07,19.448
-3.000e-07,19.448
-2.900e-07,19.448
-2.800e-07,19.448
-2.700e-07,19.448
-2.600e-07,19.448
-2.500e-07,19.448
-2.400e-07,19.448
-2.300e-07,19.448
-2.200e-07,19.448
-2.100e-07,19.448
-2.000e-07,19.448
-1.900e-07,19.552
-1.800e-07,19.552
-1.700e-07,19.448
-1.600e-07,19.448
-1.500e-07,19.448
-1.400e-07,19.552
-1.300e-07,19.448
-1.200e-07,19.448
-1.100e-07,19.448
-1.000e-07,19.448
-9.000e-08,19.448
-8.000e-08,19.448
-7.000e-08,19.448
-6.000e-08,19.344
-5.000e-08,19.448
-4.000e-08,19.448
-3.000e-08,19.448
-2.000e-08,19.448
-1.000e-08,19.552
0.000e+00,19.448
1.000e-08,19.448
2.000e-08,19.448
3.000e-08,19.448
4.000e-08,19.448
5.000e-08,19.448
6.000e-08,19.448
7.000e-08,19.448
8.000e-08,19.448
9.000e-08,19.448
1.000e-07,19.448
1.100e-07,19.448
1.200e-07,19.448
1.300e-07,19.448
1.400e-07,19.448
1.500e-07,19.448
1.600e-07,19.448
1.700e-07,19.448
1.800e-07,19.448
1.900e-07,19.552
2.000e-07,19.552
2.100e-07,19.448
2.200e-07,19.552
2.300e-07,19.448
2.400e-07,19.448
2.500e-07,19.448
2.600e-07,19.448
2.700e-07,19.448
2.800e-07,19.448
2.900e-07,19.448
3.000e-07,19.344
3.100e-07,19.448
3.200e-07,19.448
3.300e-07,19.448
3.400e-07,19.448
3.500e-07,19.448
3.600e-07,19.448
3.700e-07,19.448
3.800e-07,19.448
3.900e-07,19.448
4.000e-07,19.344
4.100e-07,19.448
4.200e-07,19.448
4.300e-07,19.552
4.400e-07,19.448
4.500e-07,19.552
4.600e-07,19.448
4.700e-07,19.448
4.800e-07,19.344
4.900e-07,19.448
5.000e-07,19.448
5.100e-07,19.448
5.200e-07,19.448
5.300e-07,19.448
5.400e-07,19.552
5.500e-07,19.344
5.600e-07,19.344
5.700e-07,19.448
5.800e-07,19.552
5.900e-07,19.448
6.000e-07,19.448
6.100e-07,19.448
6.200e-07,19.448
6.300e-07,19.552
6.400e-07,19.448
6.500e-07,19.448
6.600e-07,19.552
6.700e-07,19.552
6.800e-07,19.448
6.900e-07,19.552
7.000e-07,19.448
7.100e-07,19.448
7.200e-07,19.552
7.300e-07,19.448
7.400e-07,19.448
7.500e-07,19.448
7.600e-07,19.448
7.700e-07,19.448
7.800e-07,19.448
7.900e-07,19.448
8.000e-07,19.448
8.100e-07,19.448
8.200e-07,19.448
8.300e-07,19.448
8.400e-07,19.448
8.500e-07,19.448
8.600e-07,19.448
8.700e-07,19.448
8.800e-07,19.552
8.900e-07,19.552
9.000e-07,19.448
9.100e-07,19.448
9.200e-07,19.344
9.300e-07,19.552
9.400e-07,19.448
9.500e-07,19.552
9.600e-07,19.448
9.700e-07,19.448
9.800e-07,19.448
9.900e-07,19.344
1.000e-06,19.448
1.010e-06,19.448
1.020e-06,19.448
1.030e-06,19.448
1.040e-06,19.448
1.050e-06,19.448
1.060e-06,19.448
1.070e-06,19.448
1.080e-06,19.448
1.090e-06,19.448
1.100e-06,19.448
1.110e-06,19.448
1.120e-06,19.344
1.130e-06,19.448
1.140e-06,19.448
1.150e-06,19.448
1.160e-06,19.448
1.170e-06,19.448
1.180e-06,19.448
1.190e-06,19.448
1.200e-06,19.448
1.210e-06,19.448
1.220e-06,19.552
1.230e-06,19.448
1.240e-06,19.448
1.250e-06,19.448
1.260e-06,19.448
1.270e-06,19.448
1.280e-06,19.448
1.290e-06,19.344
1.300e-06,19.448
1.310e-06,19.552
1.320e-06,19.552
1.330e-06,19.448
1.340e-06,19.552
1.350e-06,19.448
1.360e-06,19.448
1.370e-06,19.448
1.380e-06,19.448
1.390e-06,19.448
1.400e-06,19.448
1.410e-06,19.552
1.420e-06,19.448
1.430e-06,19.552
1.440e-06,19.448
1.450e-06,19.552
1.460e-06,19.448
1.470e-06,19.448
1.480e-06,19.448
1.490e-06,19.448
1.500e-06,19.448
1.510e-06,19.552
1.520e-06,19.448
1.530e-06,19.448
1.540e-06,19.448
1.550e-06,19.344
1.560e-06,19.448
1.570e-06,19.448
1.580e-06,19.448
1.590e-06,19.448
1.600e-06,19.448
1.610e-06,19.448
1.620e-06,19.448
1.630e-06,19.448
1.640e-06,19.448
1.650e-06,19.448
1.660e-06,19.448
1.670e-06,19.448
1.680e-06,19.448
1.690e-06,19.448
1.700e-06,19.448
1.710e-06,19.448
1.720e-06,19.448
1.730e-06,19.448
1.740e-06,19.448
1.750e-06,19.448
1.760e-06,19.344
1.770e-06,19.448
1.780e-06,19.448
1.790e-06,19.448
1.800e-06,19.552
1.810e-06,19.448
1.820e-06,19.552
1.830e-06,19.448
1.840e-06,19.448
1.850e-06,19.448
1.860e-06,19.552
1.870e-06,19.448
1.880e-06,19.448
1.890e-06,19.448
1.900e-06,19.552
1.910e-06,19.448
1.920e-06,19.448
1.930e-06,19.448
1.940e-06,19.448
1.950e-06,19.448
1.960e-06,19.448
1.970e-06,19.448
1.980e-06,19.448
1.990e-06,19.344
2.000e-06,19.448
2.010e-06,19.448
2.020e-06,19.448
2.030e-06,19.552
2.040e-06,19.448
2.050e-06,19.448
2.060e-06,19.448
2.070e-06,19.552
2.080e-06,19.448
2.090e-06,19.448
2.100e-06,19.448
2.110e-06,19.448
2.120e-06,19.448
2.130e-06,19.448
2.140e-06,19.448
2.150e-06,19.552
2.160e-06,19.448
2.170e-06,19.448
2.180e-06,19.448
2.190e-06,19.552
2.200e-06,19.448
2.210e-06,19.448
2.220e-06,19.448
2.230e-06,19.448
2.240e-06,19.552
2.250e-06,19.448
2.260e-06,19.448
2.270e-06,19.448
2.280e-06,19.448
2.290e-06,19.448
2.300e-06,19.448
2.310e-06,19.448
2.320e-06,19.448
2.330e-06,19.448
2.340e-06,19.448
2.350e-06,19.344
2.360e-06,19.448
2.370e-06,19.448
2.380e-06,19.448
2.390e-06,19.448
2.400e-06,19.448
2.410e-06,19.448
2.420e-06,19.448
2.430e-06,19.448
2.440e-06,19.552
2.450e-06,19.448
2.460e-06,19.448
2.470e-06,19.448
2.480e-06,19.448
2.490e-06,19.448
2.500e-06,19.448
2.510e-06,19.448
2.520e-06,19.448
2.530e-06,19.448
2.540e-06,19.552
2.550e-06,19.448
2.560e-06,19.448
2.570e-06,19.552
2.580e-06,19.448
2.590e-06,19.448
2.600e-06,19.448
2.610e-06,19.448
2.620e-06,19.448
2.630e-06,19.448
2.640e-06,19.448
2.650e-06,19.448
2.660e-06,19.448
2.670e-06,19.448
2.680e-06,19.448
2.690e-06,19.448
2.700e-06,19.448
2.710e-06,19.552
2.720e-06,19.448
2.730e-06,19.344
2.740e-06,19.344
2.750e-06,19.448
2.760e-06,19.448
2.770e-06,19.448
2.780e-06,19.448
2.790e-06,19.448
2.800e-06,19.448
2.810e-06,19.448
2.820e-06,19.448
2.830e-06,19.448
2.840e-06,19.448
2.850e-06,19.448
2.860e-06,19.448
2.870e-06,19.448
2.880e-06,19.448
2.890e-06,19.448
2.900e-06,19.448
2.910e-06,19.552
2.920e-06,19.448
2.930e-06,19.448
2.940e-06,19.448
2.950e-06,19.448
2.960e-06,19.448
2.970e-06,19.552
2.980e-06,19.448
2.990e-06,19.448
3.000e-06,19.448
3.010e-06,19.448
3.020e-06,19.448
3.030e-06,19.448
3.040e-06,19.448
3.050e-06,19.448
3.060e-06,19.448
3.070e-06,19.448
3.080e-06,19.552
3.090e-06,19.344
3.100e-06,19.448
3.110e-06,19.448
3.120e-06,19.448
3.130e-06,19.448
3.140e-06,19.448
3.150e-06,19.448
3.160e-06,19.448
3.170e-06,19.448
3.180e-06,19.448
3.190e-06,19.552
3.200e-06,19.448
3.210e-06,19.344
3.220e-06,19.448
3.230e-06,19.552
3.240e-06,19.448
3.250e-06,19.448
3.260e-06,19.448
3.270e-06,19.448
3.280e-06,19.448
3.290e-06,19.448
3.300e-06,19.448
3.310e-06,19.448
3.320e-06,19.448
3.330e-06,19.448
3.340e-06,19.448
3.350e-06,19.448
3.360e-06,19.448
3.370e-06,19.448
3.380e-06,19.448
3.390e-06,19.448
3.400e-06,19.448
3.410e-06,19.448
3.420e-06,19.448
3.430e-06,19.552
3.440e-06,19.344
3.450e-06,19.448
3.460e-06,19.448
3.470e-06,19.448
3.480e-06,19.448
3.490e-06,19.448
3.500e-06,19.448
3.510e-06,19.448
3.520e-06,19.448
3.530e-06,19.448
3.540e-06,19.448
3.550e-06,19.552
3.560e-06,19.448
3.570e-06,19.448
3.580e-06,19.448
3.590e-06,19.448
3.600e-06,19.448
3.610e-06,19.448
3.620e-06,19.448
3.630e-06,19.448
3.640e-06,19.448
3.650e-06,19.448
3.660e-06,19.448
3.670e-06,19.448
3.680e-06,19.448
3.690e-06,19.448
3.700e-06,19.448
3.710e-06,19.448
3.720e-06,19.448
3.730e-06,19.448
3.740e-06,19.552
3.750e-06,19.552
3.760e-06,19.448
3.770e-06,19.448
3.780e-06,19.552
3.790e-06,19.552
3.800e-06,19.448
3.810e-06,19.552
3.820e-06,19.448
3.830e-06,19.448
3.840e-06,19.448
3.850e-06,19.448
3.860e-06,19.552
3.870e-06,19.448
3.880e-06,19.552
3.890e-06,19.344
3.900e-06,19.448
3.910e-06,19.552
3.920e-06,19.448
3.930e-06,19.448
3.940e-06,19.448
3.950e-06,19.448
3.960e-06,19.448
3.970e-06,19.448
3.980e-06,19.448
3.990e-06,19.448
4.000e-06,19.448
4.010e-06,19.448
4.020e-06,19.448
4.030e-06,19.448
4.040e-06,19.448
4.050e-06,19.448
4.060e-06,19.448
4.070e-06,19.448
4.080e-06,19.448
4.090e-06,19.448
4.100e-06,19.448
4.110e-06,19.344
4.120e-06,19.344
4.130e-06,19.448
4.140e-06,19.448
4.150e-06,19.448
4.160e-06,19.448
4.170e-06,19.448
4.180e-06,19.448
4.190e-06,19.448
4.200e-06,19.448
4.210e-06,19.448
4.220e-06,19.448
4.230e-06,19.448
4.240e-06,19.344
4.250e-06,19.448
4.260e-06,19.448
4.270e-06,19.448
4.280e-06,19.552
4.290e-06,19.448
4.300e-06,19.448
4.310e-06,19.448
4.320e-06,19.448
4.330e-06,19.448
4.340e-06,19.448
4.350e-06,19.448
4.360e-06,19.448
4.370e-06,19.448
4.380e-06,19.448
4.390e-06,19.448
4.400e-06,19.448
4.410e-06,19.448
4.420e-06,19.448
4.430e-06,19.448
4.440e-06,19.448
4.450e-06,19.448
4.460e-06,19.448
4.470e-06,19.344
4.480e-06,19.448
4.490e-06,19.448
4.500e-06,19.448
4.510e-06,19.344
4.520e-06,19.448
4.530e-06,19.448
4.540e-06,19.448
4.550e-06,19.448
4.560e-06,19.448
4.570e-06,19.448
4.580e-06,19.448
4.590e-06,19.448
4.600e-06,19.448
4.610e-06,19.448
4.620e-06,19.448
4.630e-06,19.448
4.640e-06,19.552
4.650e-06,19.448
4.660e-06,19.448
4.670e-06,19.448
4.680e-06,19.448
4.690e-06,19.448
4.700e-06,19.448
4.710e-06,19.448
4.720e-06,19.448
4.730e-06,19.448
4.740e-06,19.552
4.750e-06,19.448
4.760e-06,19.448
4.770e-06,19.448
4.780e-06,19.552
4.790e-06,19.448
4.800e-06,19.448
4.810e-06,19.448
4.820e-06,19.448
4.830e-06,19.344
4.840e-06,19.448
4.850e-06,19.448
4.860e-06,19.448
4.870e-06,19.448
4.880e-06,19.552
4.890e-06,19.448
4.900e-06,19.552
4.910e-06,19.448
4.920e-06,19.448
4.930e-06,19.552
4.940e-06,19.448
4.950e-06,19.448
4.960e-06,19.448
4.970e-06,19.448
4.980e-06,19.448
4.990e-06,19.552
5.000e-06,19.448
5.010e-06,19.448
5.020e-06,19.552
5.030e-06,19.448
5.040e-06,19.448
5.050e-06,19.448
5.060e-06,19.448
5.070e-06,19.448
5.080e-06,19.448
5.090e-06,19.448
5.100e-06,19.448
5.110e-06,19.344
5.120e-06,19.448
5.130e-06,19.448
5.140e-06,19.552
5.150e-06,19.448
5.160e-06,19.448
5.170e-06,19.448
5.180e-06,19.448
5.190e-06,19.448
5.200e-06,19.552
5.210e-06,19.448
5.220e-06,19.448
5.230e-06,19.448
5.240e-06,19.448
5.250e-06,19.448
5.260e-06,19.448
5.270e-06,19.448
5.280e-06,19.448
5.290e-06,19.448
5.300e-06,19.344
5.310e-06,19.344
5.320e-06,19.448
5.330e-06,19.448
5.340e-06,19.448
5.350e-06,19.448
5.360e-06,19.448
5.370e-06,19.448
5.380e-06,19.448
5.390e-06,19.448
5.400e-06,19.552
5.410e-06,19.448
5.420e-06,19.448
5.430e-06,19.448
5.440e-06,19.448
5.450e-06,19.448
5.460e-06,19.448
5.470e-06,19.552
5.480e-06,19.448
5.490e-06,19.448
5.500e-06,19.448
5.510e-06,19.448
5.520e-06,19.448
5.530e-06,19.448
5.540e-06,19.448
5.550e-06,19.448
5.560e-06,19.448
5.570e-06,19.448
5.580e-06,19.448
5.590e-06,19.448
5.600e-06,19.448
5.610e-06,19.448
5.620e-06,19.448
5.630e-06,19.552
5.640e-06,19.448
5.650e-06,19.552
5.660e-06,19.448
5.670e-06,19.448
5.680e-06,19.448
5.690e-06,19.448
5.700e-06,19.448
5.710e-06,19.448
5.720e-06,19.448
5.730e-06,19.448
5.740e-06,19.448
5.750e-06,19.344
5.760e-06,19.448
5.770e-06,19.448
5.780e-06,19.448
5.790e-06,19.448
5.800e-06,19.448
5.810e-06,19.448
5.820e-06,19.448
5.830e-06,19.448
5.840e-06,19.448
5.850e-06,19.448
5.860e-06,19.448
5.870e-06,19.448
5.880e-06,19.448
5.890e-06,19.448
5.900e-06,19.448
5.910e-06,19.552
5.920e-06,19.448
5.930e-06,19.448
5.940e-06,19.448
5.950e-06,19.552
5.960e-06,19.448
5.970e-06,19.448
5.980e-06,19.448
5.990e-06,19.448
6.000e-06,19.552
6.010e-06,19.448
6.020e-06,19.448
6.030e-06,19.448
6.040e-06,19.552
6.050e-06,19.552
6.060e-06,19.552
6.070e-06,19.448
6.080e-06,19.448
6.090e-06,19.448
6.100e-06,19.448
6.110e-06,19.552
6.120e-06,19.448
6.130e-06,19.448
6.140e-06,19.448
6.150e-06,19.448
6.160e-06,19.448
6.170e-06,19.448
6.180e-06,19.448
6.190e-06,19.552
6.200e-06,19.448
6.210e-06,19.448
6.220e-06,19.552
6.230e-06,19.448
6.240e-06,19.448
6.250e-06,19.448
6.260e-06,19.448
6.270e-06,19.448
6.280e-06,19.448
6.290e-06,19.448
6.300e-06,19.448
6.310e-06,19.448
6.320e-06,19.448
6.330e-06,19.448
6.340e-06,19.448
6.350e-06,19.448
6.360e-06,19.448
6.370e-06,19.448
6.380e-06,19.448
6.390e-06,19.448
6.400e-06,19.448
6.410e-06,19.448
6.420e-06,19.448
6.430e-06,19.552
6.440e-06,19.448
6.450e-06,19.448
6.460e-06,19.552
6.470e-06,19.344
6.480e-06,19.448
6.490e-06,19.448
6.500e-06,19.552
6.510e-06,19.448
6.520e-06,19.448
6.530e-06,19.448
6.540e-06,19.552
6.550e-06,19.552
6.560e-06,19.448
6.570e-06,19.448
6.580e-06,19.448
6.590e-06,19.448
6.600e-06,19.552
6.610e-06,19.448
6.620e-06,19.448
6.630e-06,19.448
6.640e-06,19.448
6.650e-06,19.448
6.660e-06,19.448
6.670e-06,19.448
6.680e-06,19.448
6.690e-06,19.448
6.700e-06,19.448
6.710e-06,19.448
6.720e-06,19.448
6.730e-06,19.552
6.740e-06,19.448
6.750e-06,19.448
6.760e-06,19.448
6.770e-06,19.448
6.780e-06,19.448
6.790e-06,19.448
6.800e-06,19.448
6.810e-06,19.448
6.820e-06,19.448
6.830e-06,19.448
6.840e-06,19.448
6.850e-06,19.552
6.860e-06,19.448
6.870e-06,19.448
6.880e-06,19.448
6.890e-06,19.448
6.900e-06,19.552
6.910e-06,19.448
6.920e-06,19.552
6.930e-06,19.448
6.940e-06,19.448
6.950e-06,19.448
6.960e-06,19.552
6.970e-06,19.448
6.980e-06,19.448
6.990e-06,19.448
7.000e-06,19.448
7.010e-06,19.552
7.020e-06,19.552
7.030e-06,19.344
7.040e-06,19.448
7.050e-06,19.552
7.060e-06,19.448
7.070e-06,19.552
7.080e-06,19.448
7.090e-06,19.448
7.100e-06,19.448
7.110e-06,19.448
7.120e-06,19.448
7.130e-06,19.448
7.140e-06,19.448
7.150e-06,19.448
7.160e-06,19.448
7.170e-06,19.448
7.180e-06,19.448
7.190e-06,19.448
7.200e-06,19.448
7.210e-06,19.448
7.220e-06,19.448
7.230e-06,19.552
7.240e-06,19.448
7.250e-06,19.448
7.260e-06,19.448
7.270e-06,19.448
7.280e-06,19.448
7.290e-06,19.552
7.300e-06,19.552
7.310e-06,19.448
7.320e-06,19.448
7.330e-06,19.448
7.340e-06,19.344
7.350e-06,19.448
7.360e-06,19.448
7.370e-06,19.448
7.380e-06,19.448
7.390e-06,19.448
7.400e-06,19.344
7.410e-06,19.448
7.420e-06,19.448
7.430e-06,19.448
7.440e-06,19.448
7.450e-06,19.448
7.460e-06,19.448
7.470e-06,19.448
7.480e-06,19.552
7.490e-06,19.448
7.500e-06,19.448
7.510e-06,19.448
7.520e-06,19.448
7.530e-06,19.448
7.540e-06,19.448
7.550e-06,19.448
7.560e-06,19.552
7.570e-06,19.448
7.580e-06,19.448
7.590e-06,19.448
7.600e-06,19.448
7.610e-06,19.448
7.620e-06,19.448
7.630e-06,19.448
7.640e-06,19.448
7.650e-06,19.552
7.660e-06,19.448
7.670e-06,19.448
7.680e-06,19.448
7.690e-06,19.552
7.700e-06,19.448
7.710e-06,19.448
7.720e-06,19.448
7.730e-06,19.448
7.740e-06,19.448
7.750e-06,19.448
7.760e-06,19.448
7.770e-06,19.448
7.780e-06,19.552
7.790e-06,19.448
7.800e-06,19.448
7.810e-06,19.448
7.820e-06,19.448
7.830e-06,19.448
7.840e-06,19.448
7.850e-06,19.552
7.860e-06,19.448
7.870e-06,19.448
7.880e-06,19.448
7.890e-06,19.448
7.900e-06,19.448
7.910e-06,19.552
7.920e-06,19.448
7.930e-06,19.448
7.940e-06,19.344
7.950e-06,19.448
7.960e-06,19.448
7.970e-06,19.448
7.980e-06,19.448
7.990e-06,19.448
8.000e-06,19.448
8.010e-06,19.552
8.020e-06,19.448
8.030e-06,19.448
8.040e-06,19.448
8.050e-06,19.448
8.060e-06,19.448
8.070e-06,19.448
8.080e-06,19.448
8.090e-06,19.552
8.100e-06,19.448
8.110e-06,19.448
8.120e-06,19.448
8.130e-06,19.448
8.140e-06,19.448
8.150e-06,19.448
8.160e-06,19.448
8.170e-06,19.552
8.180e-06,19.448
8.190e-06,19.448
8.200e-06,19.448
8.210e-06,19.448
8.220e-06,19.448
8.230e-06,19.344
8.240e-06,19.448
8.250e-06,19.552
8.260e-06,19.448
8.270e-06,19.448
8.280e-06,19.448
8.290e-06,19.448
8.300e-06,19.448
8.310e-06,19.448
8.320e-06,19.448
8.330e-06,19.448
8.340e-06,19.448
8.350e-06,19.344
8.360e-06,19.448
8.370e-06,19.448
8.380e-06,19.448
8.390e-06,19.448
8.400e-06,19.448
8.410e-06,19.448
8.420e-06,19.448
8.430e-06,19.552
8.440e-06,19.448
8.450e-06,19.448
8.460e-06,19.448
8.470e-06,19.448
8.480e-06,19.448
8.490e-06,19.448
8.500e-06,19.448
8.510e-06,19.448
8.520e-06,19.344
8.530e-06,19.448
8.540e-06,19.448
8.550e-06,19.448
8.560e-06,19.448
8.570e-06,19.448
8.580e-06,19.448
8.590e-06,19.448
8.600e-06,19.448
8.610e-06,19.448
8.620e-06,19.448
8.630e-06,19.448
8.640e-06,19.448
8.650e-06,19.552
8.660e-06,19.448
8.670e-06,19.448
8.680e-06,19.552
8.690e-06,19.448
8.700e-06,19.448
8.710e-06,19.448
8.720e-06,19.448
8.730e-06,19.448
8.740e-06,19.448
8.750e-06,19.552
8.760e-06,19.448
8.770e-06,19.448
8.780e-06,19.448
8.790e-06,19.448
8.800e-06,19.448
8.810e-06,19.552
8.820e-06,19.448
8.830e-06,19.448
8.840e-06,19.448
8.850e-06,19.448
8.860e-06,19.552
8.870e-06,19.448
8.880e-06,19.448
8.890e-06,19.448
8.900e-06,19.552
8.910e-06,19.552
8.920e-06,19.448
8.930e-06,19.448
8.940e-06,19.448
8.950e-06,19.552
8.960e-06,19.448
8.970e-06,19.448
8.980e-06,19.448
8.990e-06,19.344
9.000e-06,19.448
9.010e-06,19.448
9.020e-06,19.448
9.030e-06,19.448
9.040e-06,19.448
9.050e-06,19.448
9.060e-06,19.448
9.070e-06,19.552
9.080e-06,19.448
9.090e-06,19.552
9.100e-06,19.448
9.110e-06,19.448
9.120e-06,19.448
9.130e-06,19.448
9.140e-06,19.448
9.150e-06,19.448
9.160e-06,19.448
9.170e-06,19.448
9.180e-06,19.448
9.190e-06,19.448
9.200e-06,19.448
9.210e-06,19.448
9.220e-06,19.448
9.230e-06,19.552
9.240e-06,19.448
9.250e-06,19.448
9.260e-06,19.448
9.270e-06,19.448
9.280e-06,19.448
9.290e-06,19.552
9.300e-06,19.448
9.310e-06,19.448
9.320e-06,19.448
9.330e-06,19.448
9.340e-06,19.448
9.350e-06,19.448
9.360e-06,19.448
9.370e-06,19.448
9.380e-06,19.448
9.390e-06,19.448
9.400e-06,19.448
9.410e-06,19.448
9.420e-06,19.448
9.430e-06,19.448
9.440e-06,19.344
9.450e-06,19.552
9.460e-06,19.552
9.470e-06,19.448
9.480e-06,19.448
9.490e-06,19.552
9.500e-06,19.448
9.510e-06,19.448
9.520e-06,19.448
9.530e-06,19.448
9.540e-06,19.448
9.550e-06,19.448
9.560e-06,19.448
9.570e-06,19.448
9.580e-06,19.552
9.590e-06,19.448
9.600e-06,19.448
9.610e-06,19.448
9.620e-06,19.448
9.630e-06,19.448
9.640e-06,19.552
9.650e-06,19.448
9.660e-06,19.448
9.670e-06,19.552
9.680e-06,19.448
9.690e-06,19.448
9.700e-06,19.448
9.710e-06,19.448
9.720e-06,19.448
9.730e-06,19.448
9.740e-06,19.448
9.750e-06,19.448
9.760e-06,19.448
9.770e-06,19.448
9.780e-06,19.448
9.790e-06,19.448
9.800e-06,19.448
9.810e-06,19.448
9.820e-06,19.448
9.830e-06,19.448
9.840e-06,19.448
9.850e-06,19.448
9.860e-06,19.448
9.870e-06,19.448
9.880e-06,19.552
9.890e-06,19.448
9.900e-06,19.552
9.910e-06,19.552
9.920e-06,19.448
9.930e-06,19.448
9.940e-06,19.448
9.950e-06,19.448
9.960e-06,19.448
9.970e-06,19.448
9.980e-06,19.448
9.990e-06,19.552
1.000e-05,19.448
1.001e-05,19.344
1.002e-05,19.552
1.003e-05,19.448
1.004e-05,19.448
1.005e-05,19.448
1.006e-05,19.448
1.007e-05,19.552
1.008e-05,19.448
1.009e-05,19.448
1.010e-05,19.448
1.011e-05,19.448
1.012e-05,19.448
1.013e-05,19.448
1.014e-05,19.448
1.015e-05,19.448
1.016e-05,19.448
1.017e-05,19.448
1.018e-05,19.448
1.019e-05,19.448
1.020e-05,19.448
1.021e-05,19.448
1.022e-05,19.448
1.023e-05,19.448
1.024e-05,19.448
1.025e-05,19.448
1.026e-05,19.552
1.027e-05,19.448
1.028e-05,19.448
1.029e-05,19.448
1.030e-05,19.448
1.031e-05,19.552
1.032e-05,19.552
1.033e-05,19.448
1.034e-05,19.552
1.035e-05,19.448
1.036e-05,19.552
1.037e-05,19.552
1.038e-05,19.448
1.039e-05,19.552
1.040e-05,19.448
1.041e-05,19.448
1.042e-05,19.448
1.043e-05,19.448
1.044e-05,19.448
1.045e-05,19.448
1.046e-05,19.448
1.047e-05,19.448
1.048e-05,19.448
1.049e-05,19.448
1.050e-05,19.552
1.051e-05,19.448
1.052e-05,19.448
1.053e-05,19.448
1.054e-05,19.448
1.055e-05,19.448
1.056e-05,19.552
